,degree,fanout,fanin
RNF103,0.0,0.0,1.0
MTRR,0.0,0.0,1.0
MAVS,10.0,10.0,1.0
TEX19,0.0,0.0,1.0
RECQL5,0.0,0.0,1.0
RECQL4,0.0,0.0,1.0
FOXP1,1.0,1.0,1.0
IL10RA,6.0,6.0,1.0
IL10RB,6.0,6.0,1.0
MSL3,0.0,0.0,1.0
NUP85,2.0,2.0,1.0
SAA1,0.0,0.0,1.0
YTHDF3,0.0,0.0,1.0
YTHDF2,0.0,0.0,1.0
YTHDF1,0.0,0.0,1.0
KTI12,0.0,0.0,1.0
GTSF1,0.0,0.0,1.0
ZNF678,0.0,0.0,1.0
MYCN,1.0,1.0,1.0
MYCL,0.0,0.0,1.0
PARPBP,0.0,0.0,1.0
C17orf67,0.0,0.0,1.0
TKT,1.0,1.0,1.0
NLK,4.0,4.0,1.0
TMEM45A,0.0,0.0,1.0
TMEM45B,0.0,0.0,1.0
NPHP3-ACAD11,0.0,0.0,1.0
TK2,2.0,2.0,1.0
TK1,2.0,2.0,1.0
PHLDB1,0.0,0.0,1.0
PHLDB2,0.0,0.0,1.0
PHLDB3,0.0,0.0,1.0
LRRC37A11P,0.0,0.0,1.0
BVES-AS1,0.0,0.0,1.0
RSL24D1,2.0,2.0,1.0
MSLN,0.0,0.0,1.0
MFNG,3.0,3.0,1.0
NAA10,0.0,0.0,1.0
TP53BP2,1.0,1.0,1.0
SLCO1B1,1.0,1.0,1.0
LRRC3B,0.0,0.0,1.0
ECD,0.0,0.0,1.0
AMDHD1,1.0,1.0,1.0
THTPA,1.0,1.0,1.0
CIB2,0.0,0.0,1.0
CIB3,0.0,0.0,1.0
NDFIP1,0.0,0.0,1.0
CIB1,0.0,0.0,1.0
PRIMA1,0.0,0.0,1.0
CIB4,0.0,0.0,1.0
C6orf132,0.0,0.0,1.0
EVC,1.0,1.0,1.0
MTMR12,0.0,0.0,1.0
RPS6KL1,0.0,0.0,1.0
MTMR10,0.0,0.0,1.0
CELSR3,0.0,0.0,1.0
CELSR2,0.0,0.0,1.0
CELSR1,0.0,0.0,1.0
PTCHD4,0.0,0.0,1.0
PTCHD3,0.0,0.0,1.0
PTCHD1,0.0,0.0,1.0
BBX,0.0,0.0,1.0
LRRC38,0.0,0.0,1.0
LRRC39,0.0,0.0,1.0
LRRC30,0.0,0.0,1.0
METAP1D,0.0,0.0,1.0
LRRC32,0.0,0.0,1.0
LRRC34,0.0,0.0,1.0
LY6G5C,0.0,0.0,1.0
LY6G5B,0.0,0.0,1.0
MFN2,4.0,4.0,1.0
MFN1,4.0,4.0,1.0
FAM117A,0.0,0.0,1.0
FAM117B,0.0,0.0,1.0
SVIL,0.0,0.0,1.0
CEP57L1,0.0,0.0,1.0
C20orf197,0.0,0.0,1.0
C20orf194,0.0,0.0,1.0
CLCNKA,0.0,0.0,1.0
CLCNKB,1.0,1.0,1.0
OR6S1,1.0,1.0,1.0
CCDC168,0.0,0.0,1.0
CCDC160,0.0,0.0,1.0
POR,0.0,0.0,1.0
KRTAP6-2,0.0,0.0,1.0
KRTAP6-1,0.0,0.0,1.0
ST3GAL3,5.0,5.0,1.0
ST3GAL2,4.0,4.0,1.0
ST3GAL1,4.0,4.0,1.0
ST3GAL6,1.0,1.0,1.0
ST3GAL5,1.0,1.0,1.0
ST3GAL4,1.0,1.0,1.0
ZNF451,0.0,0.0,1.0
TJAP1,1.0,1.0,1.0
MAGEA12,0.0,0.0,1.0
MAGEA11,0.0,0.0,1.0
MAGEA10,0.0,0.0,1.0
CEP131,0.0,0.0,1.0
CEP135,0.0,0.0,1.0
OAT,1.0,1.0,1.0
BCKDHB,1.0,1.0,1.0
BCKDHA,1.0,1.0,1.0
WIPF3,3.0,3.0,1.0
WIPF2,3.0,3.0,1.0
WIPF1,3.0,3.0,1.0
CMKLR1,0.0,0.0,1.0
MON1A,0.0,0.0,1.0
MON1B,0.0,0.0,1.0
UQCRQ,12.0,12.0,1.0
RBM4B,0.0,0.0,1.0
UQCRH,12.0,12.0,1.0
UQCRB,12.0,12.0,1.0
JMJD1C,1.0,1.0,1.0
ATP6V0D2,11.0,11.0,1.0
ATP6V0D1,11.0,11.0,1.0
FCAR,1.0,1.0,1.0
FLCN,2.0,2.0,1.0
RASEF,0.0,0.0,1.0
RBM41,0.0,0.0,1.0
RBM42,0.0,0.0,1.0
RBM43,0.0,0.0,1.0
RBM44,0.0,0.0,1.0
RBM45,0.0,0.0,1.0
RBM46,0.0,0.0,1.0
RBM47,0.0,0.0,1.0
RBM48,0.0,0.0,1.0
MIR625,1.0,1.0,1.0
ARGFX,0.0,0.0,1.0
LINC00339,0.0,0.0,1.0
LINC00336,0.0,0.0,1.0
LINC00330,0.0,0.0,1.0
C3orf67,0.0,0.0,1.0
C3orf62,0.0,0.0,1.0
ABCA8,1.0,1.0,1.0
PPM1G,0.0,0.0,1.0
PPM1F,0.0,0.0,1.0
THEM5,1.0,1.0,1.0
PPM1D,1.0,1.0,1.0
PPM1B,1.0,1.0,1.0
PPM1A,1.0,1.0,1.0
PPM1N,0.0,0.0,1.0
C4BPB,2.0,2.0,1.0
PPM1L,0.0,0.0,1.0
PPM1K,0.0,0.0,1.0
PPM1J,0.0,0.0,1.0
PPM1H,0.0,0.0,1.0
ABCA9,1.0,1.0,1.0
CHEK2,4.0,4.0,1.0
CHEK1,6.0,6.0,1.0
LIN28B,0.0,0.0,1.0
PTPN9,0.0,0.0,1.0
KPRP,0.0,0.0,1.0
PTPN3,0.0,0.0,1.0
PTPN2,1.0,1.0,1.0
PTPN1,4.0,4.0,1.0
PTPN7,1.0,1.0,1.0
PTPN6,9.0,9.0,1.0
PTPN5,1.0,1.0,1.0
PTPN4,0.0,0.0,1.0
GINS2,0.0,0.0,1.0
GINS3,0.0,0.0,1.0
GINS1,0.0,0.0,1.0
GINS4,0.0,0.0,1.0
BTF3,0.0,0.0,1.0
BARHL1,0.0,0.0,1.0
C19orf48,0.0,0.0,1.0
NNMT,1.0,1.0,1.0
AGBL5,0.0,0.0,1.0
AGBL4,0.0,0.0,1.0
AGBL2,0.0,0.0,1.0
AGBL1,0.0,0.0,1.0
EVI5L,0.0,0.0,1.0
RBM12B,0.0,0.0,1.0
ALG10B,1.0,1.0,1.0
ARRB2,10.0,10.0,1.0
ARRB1,10.0,10.0,1.0
CYP2S1,2.0,2.0,1.0
ADPRH,0.0,0.0,1.0
ADPRM,2.0,2.0,1.0
ADI1,1.0,1.0,1.0
GPNMB,0.0,0.0,1.0
PSMA2,8.0,8.0,1.0
AKAP8L,0.0,0.0,1.0
C9,6.0,6.0,1.0
PSMA1,8.0,8.0,1.0
SLC7A6OS,0.0,0.0,1.0
PSMA7,8.0,8.0,1.0
PSMA4,8.0,8.0,1.0
PSMA5,8.0,8.0,1.0
C3,16.0,16.0,1.0
C2,5.0,5.0,1.0
PSMA8,8.0,8.0,1.0
C7,5.0,5.0,1.0
C6,5.0,5.0,1.0
C5,10.0,10.0,1.0
NENF,0.0,0.0,1.0
MSH4,0.0,0.0,1.0
KRTAP15-1,0.0,0.0,1.0
GUCD1,0.0,0.0,1.0
EXPH5,0.0,0.0,1.0
ADIG,0.0,0.0,1.0
CS,2.0,2.0,1.0
CP,2.0,2.0,1.0
RMND5A,0.0,0.0,1.0
RMND5B,0.0,0.0,1.0
ENKD1,0.0,0.0,1.0
SEPT11,0.0,0.0,1.0
NECAB2,0.0,0.0,1.0
C9orf131,0.0,0.0,1.0
SH3D19,0.0,0.0,1.0
AGPAT5,3.0,3.0,1.0
AGPAT4,3.0,3.0,1.0
AGPAT3,3.0,3.0,1.0
AGPAT2,4.0,4.0,1.0
AGPAT1,4.0,4.0,1.0
C9orf139,0.0,0.0,1.0
FOXO3,15.0,15.0,1.0
FOXO1,16.0,16.0,1.0
FOXO6,2.0,2.0,1.0
FOXO4,3.0,3.0,1.0
TMEM158,0.0,0.0,1.0
ANGEL2,0.0,0.0,1.0
ANGEL1,0.0,0.0,1.0
AP3B1,1.0,1.0,1.0
PP2D1,0.0,0.0,1.0
AP3B2,1.0,1.0,1.0
SPAG6,0.0,0.0,1.0
FAM219A,0.0,0.0,1.0
PRRC2A,0.0,0.0,1.0
PGA3,1.0,1.0,1.0
PGA4,1.0,1.0,1.0
PGA5,1.0,1.0,1.0
VCX3B,0.0,0.0,1.0
VCX3A,0.0,0.0,1.0
PPP1CB,22.0,22.0,1.0
PPP1CC,22.0,22.0,1.0
PPP1CA,22.0,22.0,1.0
MPPED1,0.0,0.0,1.0
MPPED2,0.0,0.0,1.0
HTR4,4.0,4.0,1.0
C11orf24,0.0,0.0,1.0
ATP6V0E2-AS1,0.0,0.0,1.0
KLHL3,0.0,0.0,1.0
METTL2A,0.0,0.0,1.0
SRP9,1.0,1.0,1.0
ZYX,1.0,1.0,1.0
ALLC,1.0,1.0,1.0
VSIG10,0.0,0.0,1.0
HIF1AN,0.0,0.0,1.0
SLC34A1,1.0,1.0,1.0
SLC34A3,1.0,1.0,1.0
SLC34A2,1.0,1.0,1.0
OR2AE1,1.0,1.0,1.0
CREBRF,0.0,0.0,1.0
PPP1R16A,0.0,0.0,1.0
PPP1R16B,0.0,0.0,1.0
BLNK,5.0,5.0,1.0
UBR3,0.0,0.0,1.0
UBR2,0.0,0.0,1.0
UBR1,0.0,0.0,1.0
NUCB1,0.0,0.0,1.0
HSDL1,0.0,0.0,1.0
UBR5,1.0,1.0,1.0
NUCB2,0.0,0.0,1.0
SOCS5,2.0,2.0,1.0
SOCS4,4.0,4.0,1.0
SOCS7,2.0,2.0,1.0
SOCS6,2.0,2.0,1.0
SOCS1,8.0,8.0,1.0
SOCS3,13.0,13.0,1.0
SOCS2,4.0,4.0,1.0
PPP2CA,16.0,16.0,1.0
PACSIN1,0.0,0.0,1.0
PPP2CB,16.0,16.0,1.0
CCNY,0.0,0.0,1.0
SRPX,0.0,0.0,1.0
CCNF,0.0,0.0,1.0
NR2F1-AS1,0.0,0.0,1.0
CCNC,0.0,0.0,1.0
CCNO,0.0,0.0,1.0
CCL3L3,8.0,8.0,1.0
CCNI,0.0,0.0,1.0
CCL3L1,8.0,8.0,1.0
CCNK,0.0,0.0,1.0
CDSN,0.0,0.0,1.0
GREM1,1.0,1.0,1.0
NCKAP5,0.0,0.0,1.0
IL1R2,7.0,7.0,1.0
NCKAP1,3.0,3.0,1.0
PTN,0.0,0.0,1.0
JMY,0.0,0.0,1.0
PTH,3.0,3.0,1.0
ABHD15,0.0,0.0,1.0
INVS,1.0,1.0,1.0
ABHD11,0.0,0.0,1.0
ABHD12,0.0,0.0,1.0
ABHD13,0.0,0.0,1.0
NGRN,0.0,0.0,1.0
PTS,1.0,1.0,1.0
MEGF8,1.0,1.0,1.0
ARPC3,9.0,9.0,1.0
CDC25B,4.0,4.0,1.0
CDC25A,5.0,5.0,1.0
UAP1,1.0,1.0,1.0
ARPC5,9.0,9.0,1.0
ARPC4,9.0,9.0,1.0
TMPRSS12,0.0,0.0,1.0
TMPRSS13,0.0,0.0,1.0
ZNF821,0.0,0.0,1.0
ZNF827,0.0,0.0,1.0
TMPRSS15,0.0,0.0,1.0
ITPR2,42.0,42.0,1.0
ITPR3,46.0,46.0,1.0
ZNF829,1.0,1.0,1.0
IL1RN,1.0,1.0,1.0
LRIG3,0.0,0.0,1.0
LRIG2,1.0,1.0,1.0
LRIG1,0.0,0.0,1.0
ERCC6L2,0.0,0.0,1.0
CASKIN2,0.0,0.0,1.0
RSPH10B2,0.0,0.0,1.0
CASKIN1,0.0,0.0,1.0
A1CF,0.0,0.0,1.0
ACAN,0.0,0.0,1.0
LAP3,2.0,2.0,1.0
POT1,0.0,0.0,1.0
CD302,0.0,0.0,1.0
FAM217A,0.0,0.0,1.0
FAM217B,0.0,0.0,1.0
OPN5,0.0,0.0,1.0
OPN4,0.0,0.0,1.0
OPN3,0.0,0.0,1.0
CLHC1,0.0,0.0,1.0
TMEM30A,0.0,0.0,1.0
TMEM30B,0.0,0.0,1.0
LYZL4,0.0,0.0,1.0
LYZL6,0.0,0.0,1.0
LYZL1,0.0,0.0,1.0
LYZL2,0.0,0.0,1.0
OR10AG1,1.0,1.0,1.0
PIAS2,2.0,2.0,1.0
PIAS3,2.0,2.0,1.0
PIAS1,3.0,3.0,1.0
PIAS4,4.0,4.0,1.0
HIVEP1,0.0,0.0,1.0
HIVEP2,0.0,0.0,1.0
HIVEP3,0.0,0.0,1.0
ZNF311,1.0,1.0,1.0
TEX38,0.0,0.0,1.0
EOGT,1.0,1.0,1.0
ZNF316,1.0,1.0,1.0
ZNF317,1.0,1.0,1.0
ZNF318,0.0,0.0,1.0
ZNF319,0.0,0.0,1.0
TEX30,0.0,0.0,1.0
TEX37,0.0,0.0,1.0
TEX36,0.0,0.0,1.0
TEX35,0.0,0.0,1.0
NRIP1,0.0,0.0,1.0
OOSP2,0.0,0.0,1.0
TCEB3CL,0.0,0.0,1.0
GSTP1,9.0,9.0,1.0
STPG2,0.0,0.0,1.0
STPG1,0.0,0.0,1.0
ANKRD18DP,0.0,0.0,1.0
PGRMC2,1.0,1.0,1.0
PGRMC1,1.0,1.0,1.0
OTOGL,0.0,0.0,1.0
AP4M1,1.0,1.0,1.0
SLCO1C1,1.0,1.0,1.0
PIF1,0.0,0.0,1.0
NSUN5P2,0.0,0.0,1.0
LOC389641,0.0,0.0,1.0
NSUN5P1,0.0,0.0,1.0
SDHA,12.0,12.0,1.0
SDHC,12.0,12.0,1.0
SDHB,12.0,12.0,1.0
SDHD,12.0,12.0,1.0
NKAPL,0.0,0.0,1.0
PSG11,0.0,0.0,1.0
TARM1,0.0,0.0,1.0
SMG5,1.0,1.0,1.0
SMG7,1.0,1.0,1.0
DLG2,3.0,3.0,1.0
SAMD12,0.0,0.0,1.0
DLG4,5.0,5.0,1.0
SAMD10,0.0,0.0,1.0
SAMD11,0.0,0.0,1.0
SMG9,0.0,0.0,1.0
SMG8,0.0,0.0,1.0
SPNS3,0.0,0.0,1.0
FAM114A1,0.0,0.0,1.0
GRWD1,0.0,0.0,1.0
FAM114A2,0.0,0.0,1.0
MOB4,0.0,0.0,1.0
PCDH11X,0.0,0.0,1.0
IGF1R,27.0,27.0,1.0
IFNK,3.0,3.0,1.0
LHB,6.0,6.0,1.0
IFNG,32.0,32.0,1.0
IFNE,3.0,3.0,1.0
CHSY3,1.0,1.0,1.0
GMIP,0.0,0.0,1.0
R3HCC1L,0.0,0.0,1.0
ADRA1A,7.0,7.0,1.0
ADRA1B,6.0,6.0,1.0
TEX9,0.0,0.0,1.0
ADRA1D,6.0,6.0,1.0
CD3EAP,0.0,0.0,1.0
TEX2,0.0,0.0,1.0
ARHGAP17,1.0,1.0,1.0
STARD8,0.0,0.0,1.0
STARD9,0.0,0.0,1.0
ARHGAP12,0.0,0.0,1.0
ARHGAP10,1.0,1.0,1.0
STARD3,1.0,1.0,1.0
CWC15,1.0,1.0,1.0
STARD7,0.0,0.0,1.0
STARD4,0.0,0.0,1.0
ARHGAP19,0.0,0.0,1.0
IL7R,7.0,7.0,1.0
PTRHD1,0.0,0.0,1.0
GABRG3,5.0,5.0,1.0
GABRG2,5.0,5.0,1.0
GABRG1,5.0,5.0,1.0
TDGF1P3,0.0,0.0,1.0
C1orf21,0.0,0.0,1.0
UBA7,3.0,3.0,1.0
PVT1,0.0,0.0,1.0
BCDIN3D,0.0,0.0,1.0
AHSA1,0.0,0.0,1.0
SERPINB13,1.0,1.0,1.0
TOMM6,0.0,0.0,1.0
PPP1R3F,1.0,1.0,1.0
LOC100631378,0.0,0.0,1.0
HID1,0.0,0.0,1.0
TOMM5,0.0,0.0,1.0
GLMN,1.0,1.0,1.0
GSTO2,10.0,10.0,1.0
GSTO1,10.0,10.0,1.0
RING1,0.0,0.0,1.0
TTC33,0.0,0.0,1.0
TTC32,0.0,0.0,1.0
TTC31,0.0,0.0,1.0
TTC37,0.0,0.0,1.0
TTC36,0.0,0.0,1.0
TTC34,0.0,0.0,1.0
TTC38,0.0,0.0,1.0
FMR1NB,0.0,0.0,1.0
NELL1,0.0,0.0,1.0
ITPRIP,0.0,0.0,1.0
NSG1,0.0,0.0,1.0
PRB1,1.0,1.0,1.0
HMGB2,0.0,0.0,1.0
SETX,1.0,1.0,1.0
EEF1A2,3.0,3.0,1.0
TMPPE,0.0,0.0,1.0
FRMPD4,0.0,0.0,1.0
FRMPD1,0.0,0.0,1.0
FRMPD3,0.0,0.0,1.0
FRMPD2,0.0,0.0,1.0
GOT1L1,5.0,5.0,1.0
CHP2,0.0,0.0,1.0
PDE10A,3.0,3.0,1.0
STAG3L5P-PVRIG2P-PILRB,0.0,0.0,1.0
GEMIN8,0.0,0.0,1.0
TIMD4,0.0,0.0,1.0
GEMIN2,0.0,0.0,1.0
GTF2H2C,3.0,3.0,1.0
ENHO,0.0,0.0,1.0
GEMIN6,0.0,0.0,1.0
GEMIN7,0.0,0.0,1.0
GEMIN4,0.0,0.0,1.0
GEMIN5,0.0,0.0,1.0
BPIFC,0.0,0.0,1.0
C4orf47,0.0,0.0,1.0
C4orf46,0.0,0.0,1.0
C4orf45,0.0,0.0,1.0
PBRM1,1.0,1.0,1.0
C4orf48,0.0,0.0,1.0
KRBA1,0.0,0.0,1.0
KRBA2,0.0,0.0,1.0
LARP1B,0.0,0.0,1.0
SLC6A10P,0.0,0.0,1.0
MCRS1,0.0,0.0,1.0
KRT16P3,0.0,0.0,1.0
MLKL,4.0,4.0,1.0
C15orf56,0.0,0.0,1.0
C15orf54,0.0,0.0,1.0
ERAL1,0.0,0.0,1.0
DDX17,0.0,0.0,1.0
ZNF124,1.0,1.0,1.0
ZNF121,0.0,0.0,1.0
DDX11,0.0,0.0,1.0
DDX18,0.0,0.0,1.0
VWCE,0.0,0.0,1.0
ARFIP1,0.0,0.0,1.0
ARFIP2,0.0,0.0,1.0
KIF18A,0.0,0.0,1.0
KIF18B,0.0,0.0,1.0
TRIP10,1.0,1.0,1.0
TRIP11,0.0,0.0,1.0
TRIP12,1.0,1.0,1.0
TRIP13,0.0,0.0,1.0
SNORD34,0.0,0.0,1.0
LOC646762,0.0,0.0,1.0
SNORD33,0.0,0.0,1.0
DNAL4,3.0,3.0,1.0
DNAL1,3.0,3.0,1.0
TGM1,0.0,0.0,1.0
TGM2,1.0,1.0,1.0
TGM3,0.0,0.0,1.0
TGM4,0.0,0.0,1.0
TGM5,0.0,0.0,1.0
TGM6,0.0,0.0,1.0
TGM7,0.0,0.0,1.0
OR2D2,1.0,1.0,1.0
OR2D3,1.0,1.0,1.0
ARFGAP3,1.0,1.0,1.0
EIF3H,1.0,1.0,1.0
EIF3I,0.0,0.0,1.0
EIF3J,0.0,0.0,1.0
EIF3K,0.0,0.0,1.0
EIF3L,0.0,0.0,1.0
EIF3M,0.0,0.0,1.0
SLX1A,1.0,1.0,1.0
EIF3A,0.0,0.0,1.0
EIF3B,0.0,0.0,1.0
SLX1B,1.0,1.0,1.0
OR5AC2,1.0,1.0,1.0
EIF3E,1.0,1.0,1.0
EIF3F,0.0,0.0,1.0
EIF3G,0.0,0.0,1.0
FGFBP3,0.0,0.0,1.0
FGFBP2,0.0,0.0,1.0
FGFBP1,0.0,0.0,1.0
ARMC10,0.0,0.0,1.0
MKKS,0.0,0.0,1.0
NOL11,0.0,0.0,1.0
NOL10,0.0,0.0,1.0
NOL12,0.0,0.0,1.0
RPUSD2,0.0,0.0,1.0
BARD1,1.0,1.0,1.0
GRPEL1,0.0,0.0,1.0
NTPCR,2.0,2.0,1.0
CSTF2T,1.0,1.0,1.0
UBTD2,0.0,0.0,1.0
LARP4B,0.0,0.0,1.0
UBTD1,0.0,0.0,1.0
RPL13AP17,0.0,0.0,1.0
TAS1R1,1.0,1.0,1.0
TAS1R3,2.0,2.0,1.0
TAS1R2,2.0,2.0,1.0
LOC284798,0.0,0.0,1.0
SMG1,1.0,1.0,1.0
DHRS7C,0.0,0.0,1.0
MIR7-3HG,0.0,0.0,1.0
MYCBPAP,0.0,0.0,1.0
BLCAP,0.0,0.0,1.0
HSBP1,0.0,0.0,1.0
GTF2E1,2.0,2.0,1.0
GTF2E2,2.0,2.0,1.0
ST20-MTHFS,1.0,1.0,1.0
HS3ST3A1,1.0,1.0,1.0
PABPC1L2B,2.0,2.0,1.0
TUBD1,0.0,0.0,1.0
PABPC1L2A,2.0,2.0,1.0
LOC100130691,0.0,0.0,1.0
PLEK2,0.0,0.0,1.0
TCTE3,0.0,0.0,1.0
TCTE1,0.0,0.0,1.0
MSANTD4,0.0,0.0,1.0
CA10,0.0,0.0,1.0
SLC22A4,1.0,1.0,1.0
SDSL,1.0,1.0,1.0
RALY,0.0,0.0,1.0
RPS26P11,0.0,0.0,1.0
RALA,7.0,7.0,1.0
OR10G7,1.0,1.0,1.0
ISX,0.0,0.0,1.0
OR10G3,1.0,1.0,1.0
OR10G2,1.0,1.0,1.0
CDKN2B-AS1,0.0,0.0,1.0
OR10G8,1.0,1.0,1.0
DBF4B,1.0,1.0,1.0
DNAJB9,0.0,0.0,1.0
DNAJB8,0.0,0.0,1.0
DNAJB3,0.0,0.0,1.0
DNAJB2,1.0,1.0,1.0
DNAJB1,2.0,2.0,1.0
ERCC6L,0.0,0.0,1.0
DNAJB7,0.0,0.0,1.0
DNAJB6,0.0,0.0,1.0
DNAJB5,0.0,0.0,1.0
DNAJB4,0.0,0.0,1.0
GPATCH11,0.0,0.0,1.0
AMDHD2,1.0,1.0,1.0
DIDO1,0.0,0.0,1.0
RAB21,0.0,0.0,1.0
FRK,0.0,0.0,1.0
PHIP,0.0,0.0,1.0
EIF4E2,5.0,5.0,1.0
FRY,0.0,0.0,1.0
EPB41,0.0,0.0,1.0
KLRC4-KLRK1,2.0,2.0,1.0
GRIK1,2.0,2.0,1.0
GRIK2,2.0,2.0,1.0
GRIK3,2.0,2.0,1.0
GRIK4,2.0,2.0,1.0
GRIK5,2.0,2.0,1.0
RNF149,0.0,0.0,1.0
RNF148,0.0,0.0,1.0
SLC22A5,1.0,1.0,1.0
SGSH,2.0,2.0,1.0
RNF141,0.0,0.0,1.0
TMEM59,0.0,0.0,1.0
RNF145,0.0,0.0,1.0
CALR,9.0,9.0,1.0
RNF146,0.0,0.0,1.0
OXLD1,0.0,0.0,1.0
GRSF1,0.0,0.0,1.0
SYNRG,0.0,0.0,1.0
MSH3,3.0,3.0,1.0
MGLL,4.0,4.0,1.0
MSH5,0.0,0.0,1.0
MSH6,3.0,3.0,1.0
ASAH2B,0.0,0.0,1.0
MYOCD,0.0,0.0,1.0
MIR223,1.0,1.0,1.0
MUC3A,0.0,0.0,1.0
PCDH18,0.0,0.0,1.0
XCR1,3.0,3.0,1.0
LOC441242,0.0,0.0,1.0
XPR1,0.0,0.0,1.0
NFXL1,0.0,0.0,1.0
PACSIN3,0.0,0.0,1.0
PACSIN2,0.0,0.0,1.0
GREM2,1.0,1.0,1.0
COPA,0.0,0.0,1.0
COPE,0.0,0.0,1.0
PADI1,0.0,0.0,1.0
PADI3,0.0,0.0,1.0
PADI2,0.0,0.0,1.0
PADI4,1.0,1.0,1.0
PADI6,0.0,0.0,1.0
PM20D1,0.0,0.0,1.0
PM20D2,0.0,0.0,1.0
TOE1,0.0,0.0,1.0
ZPLD1,0.0,0.0,1.0
OR11H2,1.0,1.0,1.0
SHC4,18.0,18.0,1.0
OR52M1,1.0,1.0,1.0
GPR135,0.0,0.0,1.0
GPR137,0.0,0.0,1.0
TWISTNB,0.0,0.0,1.0
GPR132,0.0,0.0,1.0
ATP6V1C2,9.0,9.0,1.0
ATP6V1C1,9.0,9.0,1.0
GPR139,0.0,0.0,1.0
FAM210A,0.0,0.0,1.0
ATF7IP,0.0,0.0,1.0
FAM95B1,0.0,0.0,1.0
AOC4P,0.0,0.0,1.0
PPP1R3G,0.0,0.0,1.0
TOMM7,1.0,1.0,1.0
PPP1R3E,2.0,2.0,1.0
PPP1R3D,2.0,2.0,1.0
PPP1R3C,2.0,2.0,1.0
PPP1R3B,2.0,2.0,1.0
PPP1R3A,2.0,2.0,1.0
TIAM1,7.0,7.0,1.0
SYNE4,0.0,0.0,1.0
PPP2R3B,7.0,7.0,1.0
PPP2R3C,7.0,7.0,1.0
HAL,1.0,1.0,1.0
TBXAS1,2.0,2.0,1.0
YTHDC1,0.0,0.0,1.0
ERLEC1,1.0,1.0,1.0
PPP1R36,0.0,0.0,1.0
PPP1R35,0.0,0.0,1.0
PPP1R32,0.0,0.0,1.0
MCMDC2,0.0,0.0,1.0
LRRC71,0.0,0.0,1.0
LRRC72,0.0,0.0,1.0
LRRC73,0.0,0.0,1.0
INPP5A,3.0,3.0,1.0
INPP5B,2.0,2.0,1.0
INPP5D,5.0,5.0,1.0
INPP5E,2.0,2.0,1.0
INPP5F,2.0,2.0,1.0
MOCOS,1.0,1.0,1.0
INPP5J,1.0,1.0,1.0
INPP5K,1.0,1.0,1.0
ZAR1L,0.0,0.0,1.0
RAI14,0.0,0.0,1.0
CHURC1-FNTB,1.0,1.0,1.0
MSANTD1,0.0,0.0,1.0
MSANTD2,0.0,0.0,1.0
MSANTD3,0.0,0.0,1.0
CNST,0.0,0.0,1.0
SHC2,18.0,18.0,1.0
HMCES,0.0,0.0,1.0
VPS37D,1.0,1.0,1.0
VPS37C,1.0,1.0,1.0
VPS37B,1.0,1.0,1.0
VPS37A,1.0,1.0,1.0
PNPLA3,1.0,1.0,1.0
PNPLA2,3.0,3.0,1.0
PNPLA1,0.0,0.0,1.0
PNPLA7,1.0,1.0,1.0
PNPLA6,1.0,1.0,1.0
PNPLA5,0.0,0.0,1.0
PNPLA4,1.0,1.0,1.0
GUCA2A,0.0,0.0,1.0
GUCA2B,0.0,0.0,1.0
PNPLA8,0.0,0.0,1.0
RPL13P5,0.0,0.0,1.0
HOMEZ,0.0,0.0,1.0
SFPQ,0.0,0.0,1.0
ARHGEF25,0.0,0.0,1.0
HMGN2P46,0.0,0.0,1.0
PWWP3A,0.0,0.0,1.0
COL12A1,1.0,1.0,1.0
LRATD1,0.0,0.0,1.0
PF4V1,3.0,3.0,1.0
CHIA,1.0,1.0,1.0
THSD7B,0.0,0.0,1.0
PHTF2,0.0,0.0,1.0
PHTF1,0.0,0.0,1.0
THSD7A,0.0,0.0,1.0
RBM8A,3.0,3.0,1.0
CASK,0.0,0.0,1.0
GPR88,0.0,0.0,1.0
CAST,1.0,1.0,1.0
WBP1L,0.0,0.0,1.0
CASR,1.0,1.0,1.0
GPR82,0.0,0.0,1.0
GPR83,1.0,1.0,1.0
GPR84,0.0,0.0,1.0
GPR85,0.0,0.0,1.0
C5orf49,0.0,0.0,1.0
BCYRN1,0.0,0.0,1.0
WBP11,1.0,1.0,1.0
ZC3HAV1L,0.0,0.0,1.0
UAP1L1,1.0,1.0,1.0
ADAM20,0.0,0.0,1.0
ADAM23,0.0,0.0,1.0
ADAM22,0.0,0.0,1.0
ADAM29,0.0,0.0,1.0
ADAM28,0.0,0.0,1.0
TARDBP,3.0,3.0,1.0
PALLD,0.0,0.0,1.0
TMSB15B,0.0,0.0,1.0
TMSB15A,0.0,0.0,1.0
MMEL1,0.0,0.0,1.0
TTF2,1.0,1.0,1.0
TTF1,1.0,1.0,1.0
RBMS1,0.0,0.0,1.0
RBMS3,0.0,0.0,1.0
RBMS2,0.0,0.0,1.0
NOXA1,0.0,0.0,1.0
KRTAP8-1,0.0,0.0,1.0
GDF9,1.0,1.0,1.0
GDF3,1.0,1.0,1.0
CBR4,1.0,1.0,1.0
GDF1,1.0,1.0,1.0
CBR1,5.0,5.0,1.0
GDF6,3.0,3.0,1.0
GDF5,3.0,3.0,1.0
ITGAE,1.0,1.0,1.0
NPIPB9,0.0,0.0,1.0
ANXA1,0.0,0.0,1.0
ANXA3,0.0,0.0,1.0
